Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
7/6/2005,INFOSYSTCH,EQ,2330.3,2330,2359.8,2318,2349,2345.65,2343.13,1176144,2.75586E+14,,699425,0.5947
7/7/2005,INFOSYSTCH,EQ,2345.65,2352,2373.9,2306.65,2309.2,2319.9,2341.02,927397,2.17106E+14,,304516,0.3284
7/8/2005,INFOSYSTCH,EQ,2319.9,2348,2356,2310.25,2332,2334.95,2334.44,671038,1.5665E+14,,221511,0.3301
7/11/2005,INFOSYSTCH,EQ,2334.95,2350,2360,2305.05,2317.5,2315.8,2324.93,1166625,2.71232E+14,,650256,0.5574
7/12/2005,INFOSYSTCH,EQ,2315.8,2320,2320,2195.35,2218,2221.25,2232.06,3025132,6.75229E+14,,1590397,0.5257
7/13/2005,INFOSYSTCH,EQ,2221.25,2225,2250.75,2200,2201,2205.4,2222.49,1959750,4.35552E+14,,1099035,0.5608
7/14/2005,INFOSYSTCH,EQ,2205.4,2215,2222.4,2125.2,2132,2135.85,2166.23,1821247,3.94525E+14,,1003393,0.5509
7/15/2005,INFOSYSTCH,EQ,2135.85,2195,2205,2139.15,2190,2195.9,2169.21,1000764,2.17086E+14,,487735,0.4874
7/18/2005,INFOSYSTCH,EQ,2195.9,2196.1,2280,2196.1,2261,2272,2253.98,1446546,3.26048E+14,,877391,0.6065
7/19/2005,INFOSYSTCH,EQ,2272,2272,2280,2250,2256.95,2256.4,2260.81,689427,1.55867E+14,,299534,0.4345
7/20/2005,INFOSYSTCH,EQ,2256.4,2264.7,2264.7,2231,2234.95,2233.3,2240.44,652038,1.46085E+14,,345064,0.5292
7/21/2005,INFOSYSTCH,EQ,2233.3,2264.7,2321.15,2196,2212,2209,2215.89,760941,1.68616E+14,,307365,0.4039
7/22/2005,INFOSYSTCH,EQ,2209,2212,2248,2177.15,2235,2238.75,2224.14,1117284,2.485E+14,,572607,0.5125
7/25/2005,INFOSYSTCH,EQ,2238.75,2235,2258.7,2220.25,2228.3,2228.9,2230.87,565964,1.26259E+14,,342697,0.6055
7/26/2005,INFOSYSTCH,EQ,2228.9,2230,2235,2209,2225,2226.4,2223.49,503956,1.12054E+14,,226376,0.4492
7/27/2005,INFOSYSTCH,EQ,2226.4,2235,2244,2218,2228,2230.6,2230.34,456652,1.01849E+14,,205324,0.4496
7/29/2005,INFOSYSTCH,EQ,2230.6,2221,2293,2221,2268,2268.45,2272.94,1762150,4.00526E+14,,1121605,0.6365
8/1/2005,INFOSYSTCH,EQ,2268.45,2202,2274.4,2202,2274.4,2264.55,2258.38,456227,1.03033E+14,,271553,0.5952
8/2/2005,INFOSYSTCH,EQ,2264.55,2274.4,2308,2260.55,2303,2299.2,2284.8,845574,1.93197E+14,,440624,0.5211
8/3/2005,INFOSYSTCH,EQ,2299.2,2310,2365,2310,2359,2356.05,2349.18,1033725,2.42841E+14,,586919,0.5678
8/4/2005,INFOSYSTCH,EQ,2356.05,2365,2382,2303.3,2305.35,2313.5,2336.56,727858,1.70068E+14,,305915,0.4203
8/5/2005,INFOSYSTCH,EQ,2313.5,2306,2316.05,2276.5,2291.5,2291.5,2294.79,747139,1.71453E+14,,425624,0.5697
8/8/2005,INFOSYSTCH,EQ,2291.5,2292.05,2292.05,2250,2285,2270.65,2268.49,603382,1.36877E+14,,299075,0.4957
8/9/2005,INFOSYSTCH,EQ,2270.65,2250.25,2288.7,2250.25,2267.95,2264.1,2267.53,705772,1.60036E+14,,381778,0.5409
8/10/2005,INFOSYSTCH,EQ,2264.1,2284,2327,2278,2315,2315,2295.98,800183,1.8372E+14,,440304,0.5503
8/11/2005,INFOSYSTCH,EQ,2315,2321,2324.95,2285,2290.1,2293.4,2298.54,528804,1.21547E+14,,209625,0.3964
8/12/2005,INFOSYSTCH,EQ,2293.4,2310,2310,2252.2,2252.95,2261.45,2269.16,735248,1.66839E+14,,462963,0.6297
8/16/2005,INFOSYSTCH,EQ,2261.45,2252.2,2260,2230,2246.55,2249.95,2246.71,781578,1.75598E+14,,533661,0.6828
8/17/2005,INFOSYSTCH,EQ,2249.95,2248,2328.9,2237.65,2312.15,2317.9,2304.56,1262282,2.909E+14,,564497,0.4472
8/18/2005,INFOSYSTCH,EQ,2317.9,2318,2320,2288.85,2291.8,2298.65,2303.53,695780,1.60275E+14,,332120,0.4773
8/19/2005,INFOSYSTCH,EQ,2298.65,2320,2320,2273.2,2300,2301.4,2300.95,476554,1.09653E+14,,213508,0.448
8/22/2005,INFOSYSTCH,EQ,2301.4,2320,2340,2294,2318,2314.95,2318.82,743961,1.72511E+14,,342909,0.4609
8/23/2005,INFOSYSTCH,EQ,2314.95,2310,2325,2282.45,2285,2285.2,2295.84,893832,2.0521E+14,,576299,0.6448
8/24/2005,INFOSYSTCH,EQ,2285.2,2295,2295,2250.3,2265,2264.2,2261.62,759044,1.71667E+14,,463538,0.6107
8/25/2005,INFOSYSTCH,EQ,2264.2,2270,2306.4,2266.35,2270,2271.8,2274.35,576403,1.31094E+14,,287081,0.4981
8/26/2005,INFOSYSTCH,EQ,2271.8,2280,2309.8,2260,2262,2269.3,2277.21,732003,1.66693E+14,,390504,0.5335
8/29/2005,INFOSYSTCH,EQ,2269.3,2285,2306.7,2250.05,2302,2301.2,2285.27,715752,1.63569E+14,,411076,0.5743
8/30/2005,INFOSYSTCH,EQ,2301.2,2309,2351.95,2302,2350,2346.9,2340.88,820210,1.92002E+14,,515564,0.6286
8/31/2005,INFOSYSTCH,EQ,2346.9,2351.95,2383,2330.3,2380,2376.1,2364.61,802612,1.89786E+14,,487856,0.6078
9/1/2005,INFOSYSTCH,EQ,2376.1,2402.1,2452.5,2401.1,2425,2425.65,2430.02,846163,2.05619E+14,,406442,0.4803
9/2/2005,INFOSYSTCH,EQ,2425.65,2425,2449.8,2380,2381,2385.7,2406.65,682363,1.64221E+14,,272396,0.3992
9/5/2005,INFOSYSTCH,EQ,2385.7,2386,2410,2350,2352.8,2354.75,2381.57,632372,1.50604E+14,,331590,0.5244
9/6/2005,INFOSYSTCH,EQ,2354.75,2390,2390,2345.1,2363.2,2364,2362.43,566113,1.3374E+14,,263563,0.4656
9/8/2005,INFOSYSTCH,EQ,2364,2373.7,2428.4,2365,2425.05,2422.4,2398.75,747443,1.79293E+14,,437187,0.5849
9/9/2005,INFOSYSTCH,EQ,2422.4,2416,2434.7,2401,2423.3,2417.2,2416.34,594364,1.43618E+14,,275713,0.4639
9/12/2005,INFOSYSTCH,EQ,2417.2,2425,2439,2415.55,2416.1,2422.95,2426.13,432670,1.04971E+14,,230444,0.5326
9/13/2005,INFOSYSTCH,EQ,2422.95,2434,2450,2416.6,2450,2446.3,2436.44,690722,1.6829E+14,,384358,0.5565
9/14/2005,INFOSYSTCH,EQ,2446.3,2442.6,2472,2420,2450,2445.7,2444.92,803111,1.96355E+14,,361148,0.4497
9/15/2005,INFOSYSTCH,EQ,2445.7,2448,2455,2435,2452.1,2450.55,2445.78,387494,9.47724E+13,,209622,0.541
9/16/2005,INFOSYSTCH,EQ,2450.55,2455,2464,2440,2448,2446.95,2447.68,419234,1.02615E+14,,227629,0.543
9/19/2005,INFOSYSTCH,EQ,2446.95,2450,2460,2431.2,2455,2450.3,2448.26,431113,1.05548E+14,,279954,0.6494
9/20/2005,INFOSYSTCH,EQ,2450.3,2454,2519,2432.2,2495,2503.6,2491.51,806007,2.00817E+14,,297225,0.3688
9/21/2005,INFOSYSTCH,EQ,2503.6,2509,2510,2425,2460.25,2461.95,2465.24,861706,2.12431E+14,,428048,0.4967
9/22/2005,INFOSYSTCH,EQ,2461.95,2454.8,2468.4,2400.05,2406,2412.5,2441.41,641228,1.5655E+14,,272975,0.4257
9/23/2005,INFOSYSTCH,EQ,2412.5,2419,2440,2372.4,2403,2398.55,2403.85,849365,2.04174E+14,,444047,0.5228
9/26/2005,INFOSYSTCH,EQ,2398.55,2419,2494.7,2396.5,2487,2486.35,2456.22,621205,1.52582E+14,,299246,0.4817
9/27/2005,INFOSYSTCH,EQ,2486.35,2486.35,2507,2460.05,2473,2477.8,2480.67,922411,2.2882E+14,,454592,0.4928
9/28/2005,INFOSYSTCH,EQ,2477.8,2470,2474.4,2425,2474,2470.8,2451.64,1005386,2.46484E+14,,429026,0.4267
9/29/2005,INFOSYSTCH,EQ,2470.8,2475,2540,2472.15,2531.15,2526.2,2520.25,1394569,3.51466E+14,,819355,0.5875
9/30/2005,INFOSYSTCH,EQ,2526.2,2540,2561,2502,2514.95,2515.3,2525.89,928755,2.34594E+14,,396639,0.4271
10/3/2005,INFOSYSTCH,EQ,2515.3,2525,2560,2525,2552.9,2553.05,2550.67,512679,1.30767E+14,,204306,0.3985
10/4/2005,INFOSYSTCH,EQ,2553.05,2559.9,2636.5,2535.1,2622.8,2627.85,2595.8,1340832,3.48053E+14,,562268,0.4193
10/5/2005,INFOSYSTCH,EQ,2627.85,2627,2661,2583.3,2654,2639.95,2615.96,1515976,3.96574E+14,,803467,0.53
10/6/2005,INFOSYSTCH,EQ,2639.95,2620,2664.9,2584,2601.95,2609.1,2631.84,1624576,4.27562E+14,,713687,0.4393
10/7/2005,INFOSYSTCH,EQ,2609.1,2609.1,2637.9,2560.25,2566.5,2572.45,2589.84,1066867,2.76302E+14,,401700,0.3765
10/10/2005,INFOSYSTCH,EQ,2572.45,2625,2646,2582,2618,2622.3,2620.22,1204890,3.15708E+14,,566113,0.4698
10/11/2005,INFOSYSTCH,EQ,2622.3,2662,2730,2630,2681,2682.9,2672.54,1956990,5.23014E+14,,546213,0.2791
10/13/2005,INFOSYSTCH,EQ,2682.9,2652,2684,2593.5,2617.25,2622.65,2646.18,2042937,5.40598E+14,,827391,0.405
10/14/2005,INFOSYSTCH,EQ,2622.65,2634,2644,2590,2611,2601.5,2616.56,1161279,3.03856E+14,,442357,0.3809
10/17/2005,INFOSYSTCH,EQ,2601.5,2618,2628.9,2582.25,2585,2591.75,2602.74,971075,2.52746E+14,,372593,0.3837
10/18/2005,INFOSYSTCH,EQ,2591.75,2592,2621.95,2515,2517,2530.55,2576.35,1639051,4.22277E+14,,520473,0.3175
10/19/2005,INFOSYSTCH,EQ,2530.55,2515,2524,2471,2514,2503.7,2495.08,1525953,3.80737E+14,,680258,0.4458
10/20/2005,INFOSYSTCH,EQ,2503.7,2524,2575,2491.35,2554,2538.6,2540.57,1290606,3.27888E+14,,603059,0.4673
10/21/2005,INFOSYSTCH,EQ,2538.6,2540,2572,2521,2557,2553.2,2546.66,923848,2.35272E+14,,394840,0.4274
10/24/2005,INFOSYSTCH,EQ,2553.2,2560,2574.7,2495.35,2497,2511.3,2533.85,546481,1.3847E+14,,169768,0.3107
10/25/2005,INFOSYSTCH,EQ,2511.3,2535,2558.45,2507,2514,2521.3,2532.65,809277,2.04962E+14,,365417,0.4515
10/26/2005,INFOSYSTCH,EQ,2521.3,2499,2544.7,2452,2513.8,2510.15,2525.84,643588,1.6256E+14,,283828,0.441
10/27/2005,INFOSYSTCH,EQ,2510.15,2515.05,2525,2441.25,2452.15,2466.25,2488.66,1049581,2.61205E+14,,529463,0.5045
10/28/2005,INFOSYSTCH,EQ,2466.25,2450,2464,2400,2433.1,2415.4,2421.87,764818,1.85229E+14,,342989,0.4485
10/31/2005,INFOSYSTCH,EQ,2415.4,2404,2534,2404,2525.55,2521.95,2489.77,885369,2.20436E+14,,414918,0.4686
11/1/2005,INFOSYSTCH,EQ,2521.95,2550.1,2594.95,2530,2538.95,2538.35,2539.78,201633,5.12103E+13,,92493,0.4587
11/2/2005,INFOSYSTCH,EQ,2538.35,2550,2603.9,2497.05,2599.8,2586.5,2541.06,1051394,2.67166E+14,,520831,0.4954
11/7/2005,INFOSYSTCH,EQ,2586.5,2534,2659.9,2534,2632,2638.35,2638.83,1097600,2.89638E+14,,664494,0.6054
11/8/2005,INFOSYSTCH,EQ,2638.35,2637,2665,2630.15,2649.7,2643.8,2651.22,872965,2.31442E+14,,416927,0.4776
11/9/2005,INFOSYSTCH,EQ,2643.8,2665,2679,2598.05,2610,2609.15,2631.09,690513,1.8168E+14,,257216,0.3725
11/10/2005,INFOSYSTCH,EQ,2609.15,2610,2666,2602.05,2650.2,2653.95,2642.42,878462,2.32127E+14,,395090,0.4498
11/11/2005,INFOSYSTCH,EQ,2653.95,2659.9,2698,2652.05,2680,2681.05,2682.93,728198,1.9537E+14,,392131,0.5385
11/14/2005,INFOSYSTCH,EQ,2681.05,2687,2709,2631.1,2643.9,2652.7,2671.76,801473,2.14135E+14,,358076,0.4468
11/16/2005,INFOSYSTCH,EQ,2652.7,2665,2748.8,2655,2735,2740.7,2716.14,1420376,3.85793E+14,,743067,0.5231
11/17/2005,INFOSYSTCH,EQ,2740.7,2740,2745,2691.1,2710,2707.05,2709.77,852754,2.31076E+14,,408580,0.4791
11/18/2005,INFOSYSTCH,EQ,2707.05,2720,2744.5,2700.2,2704.95,2714.4,2720.74,874373,2.37894E+14,,421668,0.4823
11/21/2005,INFOSYSTCH,EQ,2714.4,2719,2729.95,2658,2667.9,2677,2692.32,896132,2.41267E+14,,404467,0.4513
11/22/2005,INFOSYSTCH,EQ,2677,2690,2720,2667,2675,2676.55,2691.98,793159,2.13517E+14,,299336,0.3774
11/23/2005,INFOSYSTCH,EQ,2676.55,2676,2695.5,2664,2687,2683.15,2682.09,639946,1.71639E+14,,299228,0.4676
11/24/2005,INFOSYSTCH,EQ,2683.15,2683,2729,2683,2704,2700.95,2711.48,1007562,2.73199E+14,,589823,0.5854
11/25/2005,INFOSYSTCH,EQ,2700.95,2725,2760,2708,2740,2740.5,2740.67,841172,2.30537E+14,,410181,0.4876
11/26/2005,INFOSYSTCH,EQ,2740.5,2746,2760,2732.6,2746.2,2744.95,2742.84,150775,4.13551E+13,,45643,0.3027
11/28/2005,INFOSYSTCH,EQ,2744.95,2750,2767,2741,2757.9,2758.4,2755.37,750155,2.06695E+14,,425122,0.5667
11/29/2005,INFOSYSTCH,EQ,2758.4,2750,2750,2712.2,2733,2736,2728.27,801885,2.18776E+14,,488474,0.6092
11/30/2005,INFOSYSTCH,EQ,2736,2740,2756.9,2676.25,2689,2684.45,2720.21,773478,2.10403E+14,,310430,0.4013
12/1/2005,INFOSYSTCH,EQ,2684.45,2690,2785,2666,2767.9,2767.9,2731.03,1203891,3.28787E+14,,636235,0.5285
12/2/2005,INFOSYSTCH,EQ,2767.9,2785,2894.7,2785,2834.7,2841.2,2849.27,2142224,6.10378E+14,,1147046,0.5354
12/5/2005,INFOSYSTCH,EQ,2841.2,2865,2874.4,2778,2785,2787.4,2804.28,677919,1.90108E+14,,294246,0.434
12/6/2005,INFOSYSTCH,EQ,2787.4,2790,2832,2772.1,2798,2793.95,2810.6,796996,2.24004E+14,,323326,0.4057
12/7/2005,INFOSYSTCH,EQ,2793.95,2800,2826,2776,2821,2801.85,2798.42,961466,2.69058E+14,,547334,0.5693
12/8/2005,INFOSYSTCH,EQ,2801.85,2810,2841.8,2795,2810,2821.3,2820.83,768115,2.16672E+14,,329541,0.429
12/9/2005,INFOSYSTCH,EQ,2821.3,2825,2889,2812.05,2877,2873.55,2847.72,725824,2.06694E+14,,326093,0.4493
12/12/2005,INFOSYSTCH,EQ,2873.55,2883,2936,2866.35,2932,2926.05,2900.2,755476,2.19103E+14,,383505,0.5076
12/13/2005,INFOSYSTCH,EQ,2926.05,2936,2955,2904,2935,2946.95,2929.25,1103697,3.233E+14,,579409,0.525
12/14/2005,INFOSYSTCH,EQ,2946.95,2940,2947,2863,2878,2885.55,2900.46,1095644,3.17788E+14,,650699,0.5939
12/15/2005,INFOSYSTCH,EQ,2885.55,2865,2933.7,2865,2928,2917.65,2916.19,1506157,4.39225E+14,,1035102,0.6872
12/16/2005,INFOSYSTCH,EQ,2917.65,2950,3002,2905,2972.55,2982.3,2951.68,1430749,4.22312E+14,,754818,0.5276
12/19/2005,INFOSYSTCH,EQ,2982.3,2934,3035,2934,3033,3023.75,3010.89,714063,2.14997E+14,,286747,0.4016
12/20/2005,INFOSYSTCH,EQ,3023.75,3010,3010,2955.75,2970,2970.2,2973.37,429798,1.27795E+14,,129987,0.3024
12/21/2005,INFOSYSTCH,EQ,2970.2,2965,3007,2938,2985.1,2974.15,2975.55,639187,1.90193E+14,,204783,0.3204
12/22/2005,INFOSYSTCH,EQ,2974.15,2998,3002,2972,2982,2982.8,2988.18,485075,1.44949E+14,,188370,0.3883
12/23/2005,INFOSYSTCH,EQ,2982.8,2990.1,3014.95,2975,2985,2981.15,2992.14,653634,1.95577E+14,,297406,0.455
12/26/2005,INFOSYSTCH,EQ,2981.15,2982,2990,2940.1,2944.7,2950.9,2962.6,392339,1.16234E+14,,147579,0.3762
12/27/2005,INFOSYSTCH,EQ,2950.9,2955,2999.95,2921.1,2999.45,2994.4,2976.99,404278,1.20353E+14,,158288,0.3915
12/28/2005,INFOSYSTCH,EQ,2994.4,2999,3000,2962,2999,2988.65,2984.89,429033,1.28062E+14,,169419,0.3949
12/29/2005,INFOSYSTCH,EQ,2988.65,2995,3030,2971,2995,2987.45,3001.01,1101347,3.30515E+14,,607821,0.5519
12/30/2005,INFOSYSTCH,EQ,2987.45,3010,3018.9,2974.2,2995,2996.85,2999.78,850628,2.5517E+14,,422787,0.497
1/2/2006,INFOSYSTCH,EQ,2996.85,3007,3007,2973,2979,2979.35,2985.36,415500,1.24042E+14,,214553,0.5164
1/3/2006,INFOSYSTCH,EQ,2979.35,2990,3015,2979.05,3007,3006.9,2999.38,497496,1.49218E+14,,295611,0.5942
1/4/2006,INFOSYSTCH,EQ,3006.9,3011.1,3065,2995.2,3064,3055.3,3038.08,784558,2.38355E+14,,396379,0.5052
1/5/2006,INFOSYSTCH,EQ,3055.3,3064,3069.9,3041.25,3057,3054.9,3054.35,472285,1.44253E+14,,212640,0.4502
1/6/2006,INFOSYSTCH,EQ,3054.9,3050,3070,3018.25,3064.9,3053.2,3040.53,1062988,3.23205E+14,,625442,0.5884
1/9/2006,INFOSYSTCH,EQ,3053.2,3070,3079.9,3025.25,3032.2,3035.85,3042.29,1004424,3.05574E+14,,605157,0.6025
1/10/2006,INFOSYSTCH,EQ,3035.85,3055.25,3055.25,2961,2972,2975.15,2981.52,1343815,4.00661E+14,,775866,0.5774
1/12/2006,INFOSYSTCH,EQ,2975.15,2950,2950,2763.05,2831.2,2837.8,2822.36,4912611,1.38652E+15,,2500470,0.509
1/13/2006,INFOSYSTCH,EQ,2837.8,2850,2879,2831,2832.25,2844.6,2855.76,959981,2.74148E+14,,545034,0.5678
1/16/2006,INFOSYSTCH,EQ,2844.6,2830.3,2855,2772.3,2776.2,2780.25,2809.8,1393033,3.91414E+14,,897262,0.6441
1/17/2006,INFOSYSTCH,EQ,2780.25,2800,2812.95,2750.1,2770,2762.2,2785.78,942586,2.62583E+14,,502062,0.5326
1/18/2006,INFOSYSTCH,EQ,2762.2,2770,2770,2700.1,2735,2739.9,2735.91,1300916,3.55919E+14,,659254,0.5068
1/19/2006,INFOSYSTCH,EQ,2739.9,2750,2838.7,2750,2830.05,2820.9,2795.99,1115512,3.11896E+14,,608705,0.5457
1/20/2006,INFOSYSTCH,EQ,2820.9,2845,2865,2802,2808,2813.6,2835.86,748813,2.12353E+14,,320243,0.4277
1/23/2006,INFOSYSTCH,EQ,2813.6,2802,2802,2736.2,2751,2744.65,2758.27,1123937,3.10012E+14,,701794,0.6244
1/24/2006,INFOSYSTCH,EQ,2744.65,2764,2831,2760,2822,2821.95,2808.12,794044,2.22977E+14,,489711,0.6167
1/25/2006,INFOSYSTCH,EQ,2821.95,2831,2865,2811.1,2837,2827.85,2848.53,1077986,3.07067E+14,,711782,0.6603
1/27/2006,INFOSYSTCH,EQ,2827.85,2855,2910.9,2848,2903,2902.9,2881.64,1047966,3.01986E+14,,710728,0.6782
1/30/2006,INFOSYSTCH,EQ,2902.9,2900,2924,2852.15,2868,2862.85,2874.6,531561,1.52802E+14,,267017,0.5023
1/31/2006,INFOSYSTCH,EQ,2862.85,2781.55,2890,2781.55,2885.2,2880.3,2879.3,304324,8.7624E+13,,170123,0.559
2/1/2006,INFOSYSTCH,EQ,2880.3,2886,2925,2857.05,2870,2876.05,2893.99,759749,2.19871E+14,,406487,0.535
2/2/2006,INFOSYSTCH,EQ,2876.05,2860,2910,2817.3,2828,2828.1,2854.34,743139,2.12117E+14,,394518,0.5309
2/3/2006,INFOSYSTCH,EQ,2828.1,2828,2828.1,2781.25,2785,2786.8,2796.38,838993,2.34614E+14,,513582,0.6121
2/6/2006,INFOSYSTCH,EQ,2786.8,2790,2850.05,2785.2,2849,2842.5,2829.11,528578,1.49541E+14,,278361,0.5266
2/7/2006,INFOSYSTCH,EQ,2842.5,2840,2890,2830.35,2871.9,2872.6,2872.76,795304,2.28472E+14,,489191,0.6151
2/8/2006,INFOSYSTCH,EQ,2872.6,2840,2910,2821.35,2905,2902.65,2880.62,1270419,3.65959E+14,,858693,0.6759
2/10/2006,INFOSYSTCH,EQ,2902.65,2890,2920,2848,2863,2864.35,2870.99,1478753,4.24549E+14,,846562,0.5725
2/13/2006,INFOSYSTCH,EQ,2864.35,2862,2880,2850,2855,2862.05,2868.82,863820,2.47815E+14,,639434,0.7402
2/14/2006,INFOSYSTCH,EQ,2862.05,2864.8,2864.8,2816.6,2818.5,2821.9,2827.89,820373,2.31993E+14,,487792,0.5946
2/15/2006,INFOSYSTCH,EQ,2821.9,2820,2844.7,2756.6,2767,2776.15,2785.63,1760846,4.90507E+14,,1095748,0.6223
2/16/2006,INFOSYSTCH,EQ,2776.15,2780,2827.05,2772.65,2777.9,2781.1,2800.02,865536,2.42352E+14,,510503,0.5898
2/17/2006,INFOSYSTCH,EQ,2781.1,2750,2798,2746,2775,2785.45,2779.54,960899,2.67086E+14,,588171,0.6121
2/20/2006,INFOSYSTCH,EQ,2785.45,2785,2837.65,2750,2824.9,2828.4,2801.78,788270,2.20856E+14,,443981,0.5632
2/21/2006,INFOSYSTCH,EQ,2828.4,2830,2843.7,2804,2817,2817.6,2823.75,534657,1.50974E+14,,266890,0.4992
2/22/2006,INFOSYSTCH,EQ,2817.6,2817,2820,2781.3,2794,2800.5,2799.17,702403,1.96614E+14,,449386,0.6398
2/23/2006,INFOSYSTCH,EQ,2800.5,2810,2840.9,2776,2793,2794.55,2796.44,1166765,3.26279E+14,,745392,0.6389
2/24/2006,INFOSYSTCH,EQ,2794.55,2794.5,2809.9,2750.3,2756.95,2757.55,2768.98,625214,1.7312E+14,,330668,0.5289
2/27/2006,INFOSYSTCH,EQ,2757.55,2770,2858.55,2767.35,2835,2850.55,2823.37,1197602,3.38128E+14,,734700,0.6135
2/28/2006,INFOSYSTCH,EQ,2850.55,2858.55,2888,2802.55,2821.6,2828.95,2846.16,1378468,3.92334E+14,,743461,0.5393
3/1/2006,INFOSYSTCH,EQ,2828.95,2819,2914.95,2795,2913,2905.15,2866.03,1285990,3.68569E+14,,795037,0.6182
3/2/2006,INFOSYSTCH,EQ,2905.15,2910,2918,2845,2853.75,2854.3,2881.03,1091935,3.1459E+14,,667817,0.6116
3/3/2006,INFOSYSTCH,EQ,2854.3,2860,2882,2801.05,2820,2824.35,2824.31,854241,2.41264E+14,,440886,0.5161
3/6/2006,INFOSYSTCH,EQ,2824.35,2824,2876.9,2820,2860,2855,2850.86,664545,1.89452E+14,,383288,0.5768
3/7/2006,INFOSYSTCH,EQ,2855,2860,2860,2803,2818,2819.5,2816.49,1160967,3.26985E+14,,835824,0.7199
3/8/2006,INFOSYSTCH,EQ,2819.5,2825,2847.4,2773,2800,2801.15,2805.57,1695016,4.75549E+14,,1058905,0.6247
3/9/2006,INFOSYSTCH,EQ,2801.15,2787,2855,2780,2841.15,2843,2833.22,908192,2.5731E+14,,473554,0.5214
3/10/2006,INFOSYSTCH,EQ,2843,2860,2924,2842,2920,2913.5,2884.27,1227648,3.54086E+14,,795458,0.648
3/13/2006,INFOSYSTCH,EQ,2913.5,2926,2974.4,2910,2922,2935.2,2948.68,1115378,3.28889E+14,,695685,0.6237
3/14/2006,INFOSYSTCH,EQ,2935.2,2997.4,2997.4,2906,2925,2932.45,2937.91,930115,2.7326E+14,,556319,0.5981
3/16/2006,INFOSYSTCH,EQ,2932.45,2936,2939,2904.65,2915,2921.8,2924.2,1290000,3.77222E+14,,881083,0.683
3/17/2006,INFOSYSTCH,EQ,2921.8,2949,2949,2865.15,2870,2877.95,2908.68,849448,2.47077E+14,,541017,0.6369
3/20/2006,INFOSYSTCH,EQ,2877.95,2875,2981,2875,2962,2966.9,2933.87,922595,2.70678E+14,,569530,0.6173
3/21/2006,INFOSYSTCH,EQ,2966.9,2970,2998,2925,2980,2959.75,2956.47,1000826,2.95891E+14,,578181,0.5777
3/22/2006,INFOSYSTCH,EQ,2959.75,2960,2960,2901,2906,2920,2928.32,465129,1.36205E+14,,187995,0.4042
3/23/2006,INFOSYSTCH,EQ,2920,2920,2950,2880,2884.9,2890.45,2899.91,940358,2.72695E+14,,562310,0.598
3/24/2006,INFOSYSTCH,EQ,2890.45,2890.45,2914.95,2880,2887,2896.35,2900.51,671880,1.94879E+14,,393072,0.585
3/27/2006,INFOSYSTCH,EQ,2896.35,2910,2910,2870.1,2877,2879.3,2891.86,581169,1.68066E+14,,372702,0.6413
3/28/2006,INFOSYSTCH,EQ,2879.3,2899.7,2977.5,2885,2954.6,2960,2937.84,1096341,3.22088E+14,,675620,0.6162
3/29/2006,INFOSYSTCH,EQ,2960,2980.35,3043.95,2951.1,3032.35,3036.55,3017.02,867109,2.61609E+14,,440964,0.5085
3/30/2006,INFOSYSTCH,EQ,3036.55,3045.1,3074,3012.25,3030,3043,3042.28,1105940,3.36458E+14,,667520,0.6036
3/31/2006,INFOSYSTCH,EQ,3043,3049,3049,2970,2975,2981.4,3002.86,964382,2.8959E+14,,628168,0.6514
4/3/2006,INFOSYSTCH,EQ,2981.4,3000,3155,3000,3141,3142.15,3091.47,1567790,4.84678E+14,,943006,0.6015
4/4/2006,INFOSYSTCH,EQ,3142.15,3182,3185.9,3120.15,3152,3152.7,3150.12,1133881,3.57186E+14,,681559,0.6011
4/5/2006,INFOSYSTCH,EQ,3152.7,3155,3183,3101,3120,3114.75,3140.01,952612,2.99122E+14,,555993,0.5837
4/7/2006,INFOSYSTCH,EQ,3114.75,3365.05,3449,3154.75,3157.8,3167,3219.39,3926770,1.26418E+15,,2347344,0.5978
4/10/2006,INFOSYSTCH,EQ,3167,3219,3270,3173.45,3184,3189.3,3196.35,1080528,3.45374E+14,,625217,0.5786
4/12/2006,INFOSYSTCH,EQ,3189.3,3225,3239.9,3065.55,3072.5,3075.65,3118.09,1694989,5.28513E+14,,1082853,0.6389
4/13/2006,INFOSYSTCH,EQ,3075.65,3096,3144.7,2982,3025,3018.85,3041.26,2569190,7.81357E+14,,1413646,0.5502
4/17/2006,INFOSYSTCH,EQ,3018.85,3125,3244.8,3100.1,3231,3229.95,3207.01,2581949,8.28034E+14,,1533079,0.5938
4/18/2006,INFOSYSTCH,EQ,3229.95,3255.35,3347,3255.35,3325,3336,3307.25,1575534,5.21069E+14,,996588,0.6325
4/19/2006,INFOSYSTCH,EQ,3336,3350,3357,3250,3270.1,3278.8,3286.67,923049,3.03376E+14,,452872,0.4906
4/20/2006,INFOSYSTCH,EQ,3278.8,3280,3290,3236.15,3277.9,3276.6,3264.62,792376,2.58681E+14,,430108,0.5428
4/21/2006,INFOSYSTCH,EQ,3276.6,3290,3324.7,3252,3298,3301.7,3288.6,986940,3.24565E+14,,546754,0.554
4/24/2006,INFOSYSTCH,EQ,3301.7,3310,3310,3185,3195,3204.8,3234.83,1108937,3.58722E+14,,775707,0.6995
